201611,103507,831,2,1,3,3,6,AT,1.6,L,10-15W,1,1,1,1,2,1,783
201611,103507,831,2,1,3,3,6,MT,1.6,L,10-15W,1,1,1,1,2,1,6
201611,103507,831,2,1,3,3,7,DCT,1.6,T,10-15W,1,1,1,1,2,1,87
201611,124140,783,2,1,1,1,6,AT,1.8,T,10-15W,1,1,1,1,2,1,150
201611,124140,783,2,1,1,1,6,MT,1.5,T,10-15W,1,1,1,1,2,1,128
201611,124140,783,2,1,1,1,6,MT,2,L,10-15W,1,1,1,1,2,1,23
201611,125403,761,2,3,2,2,6,AT,2,T,35-50W,1,1,1,1,2,1,25
201611,125403,761,2,3,2,2,6,AT,2.4,L,35-50W,1,1,1,1,2,1,98
201611,125403,761,2,3,2,2,6,AT,3,L,35-50W,1,1,1,1,2,1,8
201611,136916,106,3,2,2,5,0,CVT,2.5,L,15-20W,1,2,2,1,2,1,9
201611,136916,106,3,2,2,5,6,AT,2,L,15-20W,1,1,1,1,2,1,187
201611,136916,106,3,2,2,5,6,AT,2.5,L,15-20W,1,1,1,1,2,1,17
201611,175962,750,3,2,1,4,5,MT,1.4,L,10-15W,1,1,1,1,2,1,24
201611,175962,750,3,2,1,4,5,MT,1.6,L,10-15W,1,1,1,1,2,1,166
201611,175962,750,3,2,1,4,6,AT,1.6,L,10-15W,1,1,1,1,2,1,221
201611,178529,98,1,4,-,1,5,MT,1.2,L,5WL,2,1,1,1,2,1,222
201611,186250,761,2,2,1,2,6,AT,1.5,L,10-15W,1,1,1,1,2,1,274
201611,194450,836,2,1,1,3,7,DCT,1.6,T,15-20W,1,1,1,1,2,1,319
201611,198427,12,3,2,1,1,4,AT,1.5,L,5-8W,1,1,1,1,2,1,114
201611,198427,12,3,2,1,1,5,MT,1.5,L,5-8W,1,1,1,1,2,1,73
201611,206765,761,3,2,1,2,6,AT,1.5,L,15-20W,1,1,1,1,2,1,1397
201611,206765,761,3,2,1,2,6,MT,1.5,L,15-20W,1,1,1,1,2,1,39
201611,206765,761,3,2,1,2,7,DCT,1.5,T,15-20W,1,1,1,1,2,1,156
201611,209945,814,3,2,4,4,8,AT,2,T,35-50W,2,1,1,1,2,2,395
201611,219195,638,2,1,3,1,6,AT,1.5,T,10-15W,1,1,1,1,2,1,330
201611,219195,638,2,1,3,1,6,MT,1.5,T,10-15W,1,1,1,1,2,1,160
201611,221795,872,2,1,1,4,6,DCT,1.4,T,25-35W,1,1,1,1,2,2,155
201611,221795,872,2,1,1,4,7,DCT,2,T,25-35W,1,1,1,1,2,2,55
201611,221795,872,2,1,1,4,7,DCT,2,T,25-35W,3,1,1,1,2,2,18
201611,245609,750,2,2,1,4,5,MT,1.4,T,15-20W,1,1,1,1,2,1,6
201611,245609,750,2,2,1,4,6,AT,1.6,L,15-20W,1,1,1,1,2,1,22
201611,245609,750,2,2,1,4,7,DCT,1.4,T,15-20W,1,1,1,1,2,1,133
201611,248352,831,2,2,3,3,4,AT,1.4,L,8-10W,1,1,1,1,2,1,17
201611,248352,831,2,2,3,3,5,MT,1.4,L,8-10W,1,1,1,1,2,1,8
201611,248352,831,3,2,3,3,4,AT,1.4,L,8-10W,1,1,1,1,2,1,470
201611,248352,831,3,2,3,3,4,AT,1.6,L,8-10W,1,1,1,1,2,1,8
201611,248352,831,3,2,3,3,5,MT,1.4,L,8-10W,1,1,1,1,2,1,218
201611,248352,831,3,2,3,3,6,AT,1.4,L,8-10W,1,1,1,1,2,1,84
201611,248352,831,3,2,3,3,6,AT,1.6,L,8-10W,1,1,1,1,2,1,42
201611,248352,831,3,2,3,3,6,MT,1.4,L,8-10W,1,1,1,1,2,1,25
201611,249875,294,2,1,1,6,0,CVT,2.5,L,20-25W,3,1,1,1,2,1,9
201611,250658,450,3,2,2,2,7,DCT,1.5,T,15-20W,1,1,1,1,2,1,122
201611,265980,783,2,3,3,1,5,MT,1.5,L,5-8W,2,1,1,1,1,1,282
201611,270690,98,2,3,3,1,5,MT,1.2,L,5WL,2,1,1,1,1,1,279
201611,270690,98,2,3,3,1,5,MT,1.5,L,5WL,2,1,1,1,1,1,845
201611,281301,750,3,2,2,4,5,MT,1.4,T,25-35W,1,1,1,1,2,1,7
201611,281301,750,3,2,2,4,6,AT,1.8,T,25-35W,1,1,1,1,2,1,7
201611,281301,750,3,2,2,4,7,DCT,1.4,T,25-35W,1,1,1,1,2,1,139
201611,281301,750,3,2,2,4,7,DCT,1.8,T,25-35W,1,1,1,1,2,1,438
201611,281301,750,3,2,2,4,7,DCT,2,T,25-35W,1,1,1,1,2,1,15
201611,281792,872,2,2,1,4,7,DCT,1.4,T,25-35W,1,1,1,1,2,2,137
201611,281792,872,2,2,1,4,7,DCT,1.8,T,25-35W,1,1,1,1,2,2,10
201611,281792,872,3,2,1,4,7,DCT,1.4,T,25-35W,1,1,1,1,2,2,274
201611,281792,872,3,2,1,4,7,DCT,1.8,T,25-35W,1,1,1,1,2,2,10
201611,289386,813,2,2,1,5,6,AT,2,L,10-15W,1,1,1,1,2,1,10
201611,289386,813,3,2,1,5,6,AT,1.5,L,10-15W,1,1,1,1,2,1,314
201611,289386,813,3,2,1,5,6,AT,2,L,10-15W,1,1,1,1,2,1,10
201611,289386,813,3,2,1,5,6,MT,1.5,L,10-15W,1,1,1,1,2,1,39
201611,289403,12,2,1,1,1,6,DCT,1.3,T,8-10W,1,1,1,1,2,1,119
201611,289403,12,2,1,1,1,6,DCT,1.8,L,8-10W,1,1,1,1,2,1,34
201611,289403,12,2,1,1,1,6,MT,1.3,T,8-10W,1,1,1,1,2,1,17
201611,289403,12,2,1,1,1,6,MT,1.8,L,8-10W,1,1,1,1,2,1,34
201611,290854,537,2,1,1,5,0,CVT,2,L,15-20W,1,1,1,1,2,1,187
201611,290854,537,2,1,1,5,0,CVT,2.4,L,15-20W,1,1,1,1,2,1,27
201611,290854,537,2,1,1,5,0,CVT,2.4,L,15-20W,3,1,1,1,2,1,18
201611,291086,761,3,2,2,2,6,AT,1.6,T,20-25W,1,1,1,1,2,1,470
